,Address,City,ZIP,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
9480,"1406 Brick Church Pike",NASHVILLE,37207.0,TN,36.204451,-86.778658,1,rooftop,1406,"Brick Church Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9481,"460 W Main St",,,TN,0,0,0,,,,,,,,,,,
9482,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
9483,"1800 21st Ave S",NASHVILLE,37212.0,TN,36.136776,-86.800709,1,rooftop,1800,"21st Ave S",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
9484,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9485,"21A Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9486,"717 3rd Ave N",NASHVILLE,37201.0,TN,36.170967,-86.782246,1,rooftop,717,"3rd Ave N",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9487,"1711 Division St",NASHVILLE,37203.0,TN,36.151196,-86.794088,1,rooftop,1711,"Division St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9488,"718 Thompson Ln",NASHVILLE,37204.0,TN,36.112319,-86.765046,1,range_interpolation,718,"Thompson Ln",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9489,"440 Harding Pl",NASHVILLE,37211.0,TN,36.091291,-86.690479,0.6,range_interpolation,440,"Harding Industrial Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9490,"398 TN-255",NASHVILLE,37211.0,TN,36.165688,-86.778098,0.33,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9491,"888 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.135383,-86.724374,1,range_interpolation,888,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9492,"422 21st Ave S",NASHVILLE,37203.0,TN,36.145736,-86.798604,1,rooftop,422,"21st Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9493,"21A Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9494,"6779 Kelly Willis Rd",,,TN,36.585925,-83.016834,0.27,place,,,,,Willis,TN,"Hancock County",37765,US,"TIGER/Line® dataset from the US Census Bureau"
9495,"117 Donelson Pike",NASHVILLE,37214.0,TN,36.166005,-86.662492,1,rooftop,117,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9496,"5260 Hickory Hollow Pkwy",ANTIOCH,37013.0,TN,36.04867,-86.658559,1,range_interpolation,5260,"Hickory Hollow Pkwy",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9497,"73 White Bridge Pike",NASHVILLE,37205.0,TN,36.129687,-86.855574,1,rooftop,73,"White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
9498,"3205 Whites Creek Pike",NASHVILLE,37207.0,TN,36.232866,-86.809535,1,rooftop,3205,"Whites Creek Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9499,"616 Marriott Dr",NASHVILLE,37214.0,TN,36.144529,-86.690441,1,rooftop,616,"Marriott Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9500,"3410 Gallatin Pike",NASHVILLE,37216.0,TN,36.210264,-86.732625,1,rooftop,3410,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9501,"5600 Charlotte Pike",NASHVILLE,37209.0,TN,36.150403,-86.858719,1,rooftop,5600,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9502,"1911 Division St",NASHVILLE,37203.0,TN,36.149644,-86.796752,1,rooftop,1911,"Division St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9503,"1310 Antioch Pike",NASHVILLE,37211.0,TN,36.08743,-86.692211,1,range_interpolation,1310,"Antioch Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9504,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9505,"205 W Old Hickory Blvd",MADISON,37115.0,TN,36.26297,-86.712821,1,rooftop,205,"Old Hickory Blvd W",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
9506,"535 Murfreesboro Pike",NASHVILLE,37210.0,TN,36.14179,-86.743665,1,rooftop,535,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9507,"906 2 Mile Pike",GOODLETTSVILLE,37072.0,TN,36.187801,-86.771012,0.4,rooftop,906,"N 2nd St",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9508,"River Rd",NASHVILLE,37209.0,TN,36.19138,-86.959372,1,street_center,,"River Rd",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
9509,"7088c Charlotte Pike",NASHVILLE,37209.0,TN,36.128831,-86.906306,1,range_interpolation,7088,"Charlotte Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9510,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9511,"221 Broadway",NASHVILLE,37201.0,TN,36.161418,-86.77575,1,rooftop,221,Broadway,,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9512,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9513,"2201 21st Ave S",,,TN,0,0,0,,,,,,,,,,,
9514,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9515,"21A Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9516,"218 Fern Ave",NASHVILLE,37207.0,TN,36.196314,-86.780076,0.6,street_center,,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
9517,"6606 Charlotte Pike",NASHVILLE,37209.0,TN,36.139028,-86.880843,1,range_interpolation,6606,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
9518,"21A Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9519,"5508A New York Ave",NASHVILLE,37209.0,TN,36.165424,-86.855415,1,rooftop,"5508 A","New York Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9520,"4220 Murfreesboro Pike",ANTIOCH,37013.0,TN,36.050535,-86.614729,0.6,street_center,,"Murfreesboro Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9521,"972 Main St",NASHVILLE,37206.0,TN,36.177652,-86.752134,1,rooftop,972,"Main St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
9522,"1524 Demonbreun St",NASHVILLE,37203.0,TN,36.152989,-86.790464,0.99,rooftop,"1524 A","Demonbreun St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9523,"2806 Smith Springs Rd",NASHVILLE,37217.0,TN,36.089194,-86.614128,1,range_interpolation,2806,"Smith Springs Rd",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9524,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9525,Broadway,NASHVILLE,37203.0,TN,36.157238,-86.785557,1,street_center,,Broadway,,,Nashville,TN,"Davidson County",37240,US,"TIGER/Line® dataset from the US Census Bureau"
9526,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9527,"1313 51st Ave N",NASHVILLE,37209.0,TN,36.162242,-86.849541,1,rooftop,1313,"51st Ave N",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9528,"314 11th Ave S",NASHVILLE,37203.0,TN,36.153522,-86.783896,1,range_interpolation,314,"11th Ave S",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9529,"4880 Nolensville Pike",NASHVILLE,37211.0,TN,36.063614,-86.716904,1,range_interpolation,4880,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9530,"408 Thompson Ln",NASHVILLE,37211.0,TN,36.121073,-86.717819,1,range_interpolation,408,"Thompson Ln",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9531,"Fern Ave",NASHVILLE,37207.0,TN,36.196284,-86.779376,1,street_center,,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
9532,"4343 Old Hickory Blvd","OLD HICKORY",37138.0,TN,36.21711,-86.624202,1,rooftop,4343,"Old Hickory Blvd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
9533,"8101 Collins Rd",NASHVILLE,37221.0,TN,36.04426,-86.960256,1,range_interpolation,8101,"Collins Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9534,"209 Printers Alley",NASHVILLE,37201.0,TN,36.163945,-86.778521,1,range_interpolation,209,"Printers Aly",,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9535,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9536,"2037 Antioch Pike",ANTIOCH,37013.0,TN,36.069534,-86.684325,1,range_interpolation,2037,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9537,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9538,"207 Franklin Rd",,,TN,35.890746,-86.965691,0.33,place,,,,,Franklin,TN,"Williamson County",37064,US,"TIGER/Line® dataset from the US Census Bureau"
9539,"4400 Lebanon Pike",HERMITAGE,37076.0,TN,36.216205,-86.603709,1,rooftop,4400,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9540,"7555 Sawyer Brown Rd",NASHVILLE,37221.0,TN,36.106721,-86.932318,1,rooftop,7555,"Sawyer Brown Rd",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
9541,"1420 3rd Ave S",NASHVILLE,37210.0,TN,36.140675,-86.761795,1,rooftop,1420,"3rd Ave S",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9542,"7280 Cabot Dr",NASHVILLE,37209.0,TN,36.134811,-86.895632,1,range_interpolation,7280,"Cabot Dr",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
9543,"2400 Music Valley Dr",NASHVILLE,37214.0,TN,36.217595,-86.696909,1,rooftop,2400,"Music Valley Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9544,,NASHVILLE,37215.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9545,"1310 Antioch Pike",NASHVILLE,37211.0,TN,36.08743,-86.692211,1,range_interpolation,1310,"Antioch Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9546,"619 Murfreesboro Pike",,,TN,35.762951,-86.372158,0.33,place,,,,,Murfreesboro,TN,"Rutherford County",37127,US,"TIGER/Line® dataset from the US Census Bureau"
9547,"2117 Belcourt Ave",NASHVILLE,37212.0,TN,36.136592,-86.802376,1,rooftop,2117,"Belcourt Ave",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
9548,"1916 Patterson St",NASHVILLE,37203.0,TN,36.155628,-86.802173,1,rooftop,1916,"Patterson St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9549,"5300 Charlotte Ave",NASHVILLE,37209.0,TN,36.152039,-86.85135,1,rooftop,5300,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9550,"2801 Wilma Rudolph Blvd",,,TN,35.703687,-89.250625,0.27,place,,,,,Rudolph,TN,"Haywood County",38012,US,"TIGER/Line® dataset from the US Census Bureau"
9551,"4944 Thoroughbred Ln",BRENTWOOD,37027.0,TN,36.037191,-86.794525,1,range_interpolation,4944,"Thoroughbred Ln",,,Brentwood,TN,"Davidson County",37027,US,"TIGER/Line® dataset from the US Census Bureau"
9552,"1818 Division St",NASHVILLE,37203.0,TN,36.15062,-86.795852,1,range_interpolation,1818,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9553,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9554,"2717 McCampbell Ave",,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
9555,"150 14th Ave N",NASHVILLE,37203.0,TN,36.156967,-86.790885,0.9,range_interpolation,150,"14th Ave N",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9556,"73 White Bridge Rd",NASHVILLE,37205.0,TN,36.129687,-86.855574,0.8,rooftop,73,"White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
9557,"3853 Dickerson Pike",NASHVILLE,37207.0,TN,36.265208,-86.756854,1,range_interpolation,3853,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
9558,"3337 Percy Priest Dr",NASHVILLE,37214.0,TN,36.151654,-86.633787,1,rooftop,3337,"Percy Priest Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9559,"1910 Galleria Blvd",,,TN,0,0,0,,,,,,,,,,,
9560,"1103 McGavock St",NASHVILLE,37203.0,TN,36.155909,-86.785605,1,range_interpolation,1103,"McGavock St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9561,"21 B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9562,"906 Buchanan St",NASHVILLE,37208.0,TN,36.180717,-86.80212,1,rooftop,906,"Buchanan St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
9563,"1809 Division St",NASHVILLE,37203.0,TN,36.150821,-86.794817,1,range_interpolation,1809,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9564,"2400 West End Ave",NASHVILLE,37203.0,TN,36.130492,-86.836789,1,range_interpolation,2400,"W End Ave",,,Nashville,TN,"Davidson County",37205,US,"TIGER/Line® dataset from the US Census Bureau"
9565,"2010 Richard Jones Rd",NASHVILLE,37215.0,TN,36.10454,-86.809301,1,range_interpolation,2010,"Richard Jones Rd",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
9566,"1501 Gallatin Pike N",MADISON,37115.0,TN,36.287473,-86.704675,1,rooftop,1501,"Gallatin Pike N",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
9567,"5501 Edmondson Pike",NASHVILLE,37211.0,TN,36.042129,-86.743988,1,range_interpolation,5501,"Edmondson Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9568,"940 Richards Rd",ANTIOCH,37013.0,TN,36.069173,-86.68148,1,range_interpolation,940,"Richards Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9569,"3088 Smith Springs Rd",,,TN,36.162189,-86.670867,0.27,place,,,,,"Smith Springs",TN,"Davidson County",37214,US,"TIGER/Line® dataset from the US Census Bureau"
9570,"116 21st Ave S",NASHVILLE,37203.0,TN,36.149552,-86.800313,1,range_interpolation,116,"21st Ave S",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
9571,"231 6th Ave N",NASHVILLE,37219.0,TN,36.163494,-86.78188,1,range_interpolation,231,"6th Ave N",,,Nashville,TN,"Davidson County",37219,US,"TIGER/Line® dataset from the US Census Bureau"
9572,"7116 Hwy 70 S",NASHVILLE,37221.0,TN,36.074233,-86.9228,1,range_interpolation,7116,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9573,"701 Division St",NASHVILLE,37203.0,TN,36.149512,-86.778235,1,rooftop,701,"Division St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9574,"150 3rd Ave S",NASHVILLE,37201.0,TN,36.160448,-86.775093,1,range_interpolation,150,"3rd Ave S",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
9575,"7665 Hwy 70 S",NASHVILLE,37221.0,TN,36.080706,-86.956067,1,range_interpolation,7665,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9576,"4054 Andrew Jackson Way",HERMITAGE,37076.0,TN,36.186209,-86.608764,1,rooftop,4054,"Andrew Jackson Way",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9577,"428 Broadway",NASHVILLE,37203.0,TN,36.160768,-86.778389,0.99,rooftop,"428 B",Broadway,,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9578,"108 1st Ave S",NASHVILLE,37201.0,TN,36.158918,-86.781951,0.8,range_interpolation,108,"8th Ave S",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9579,"135 Belle Forest Cir",NASHVILLE,37221.0,TN,36.075857,-86.9238,1,range_interpolation,135,"Belle Forest Cir",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9580,"551 Donelson Pike",NASHVILLE,37214.0,TN,36.14508,-86.666284,1,rooftop,551,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9581,"222 5th Ave S",NASHVILLE,37203.0,TN,36.157996,-86.776649,1,range_interpolation,222,"5th Ave S",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9582,"1941 Elm Hill Pike",NASHVILLE,37210.0,TN,36.14994,-86.700535,1,rooftop,1941,"Elm Hill Pike",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9583,"200 US-431",NASHVILLE,37201.0,TN,36.161989,-86.775523,1,rooftop,200,Broadway,,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9584,"940 Richards Rd",ANTIOCH,37013.0,TN,36.069173,-86.68148,1,range_interpolation,940,"Richards Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9585,"4109 Hillsboro Pike",NASHVILLE,37215.0,TN,36.101875,-86.817943,1,range_interpolation,4109,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
9586,"2204 Rosa L Parks Blvd",NASHVILLE,37228.0,TN,36.194914,-86.804015,1,rooftop,2204,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37228,US,"City of Nashville"
9587,"701 4th Ave S",NASHVILLE,37210.0,TN,36.153152,-86.772343,1,rooftop,701,"4th Ave S",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9588,"108 Donelson Pike",NASHVILLE,37214.0,TN,36.166835,-86.664163,1,rooftop,108,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9589,"143 McGavock Pk",NASHVILLE,37214.0,TN,36.170904,-86.679018,1,rooftop,143,"McGavock Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9590,"1907 Division St",NASHVILLE,37203.0,TN,36.149851,-86.796391,0.99,rooftop,"1907 A","Division St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9591,"449 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,449,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9592,"2117 Belcourt Ave",NASHVILLE,37212.0,TN,36.136592,-86.802376,1,rooftop,2117,"Belcourt Ave",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
9593,"618 4th Ave S",NASHVILLE,37210.0,TN,36.153753,-86.772235,1,rooftop,618,"4th Ave S",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9594,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
9595,"411 51st Ave N",NASHVILLE,37209.0,TN,36.152901,-86.848819,1,rooftop,411,"51st Ave N",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9596,"2117 Belcourt Ave",NASHVILLE,37212.0,TN,36.136592,-86.802376,1,rooftop,2117,"Belcourt Ave",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
9597,"711 Gallatin Ave",NASHVILLE,37206.0,TN,36.184402,-86.747768,1,rooftop,711,"Gallatin Ave",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
9598,"3021 Lealand Ln",NASHVILLE,37204.0,TN,36.119375,-86.787498,1,range_interpolation,3021,"Lealand Ln",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9599,"21B Fern Ave",NASHVILLE,37207.0,TN,36.195662,-86.774686,0.9,rooftop,21,"Fern Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9600,"1119 Halcyon Ave",NASHVILLE,37204.0,TN,36.122497,-86.789944,1,rooftop,1119,"Halcyon Ave",,,Nashville,TN,"Davidson County",37204,US,"City of Nashville"
9601,"7629 Old Harding Pike",NASHVILLE,37221.0,TN,36.058263,-86.94509,1,range_interpolation,7629,"Old Harding Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9602,"3829 Cleghorn Ave",NASHVILLE,37215.0,TN,36.108978,-86.818526,1,range_interpolation,3829,"Cleghorn Ave",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
9603,"Dickerson Rd",GOODLETTSVILLE,37072.0,TN,36.301206,-86.720838,1,street_center,,"Dickerson Rd",,,Goodlettsville,TN,"Davidson County",37072,US,"TIGER/Line® dataset from the US Census Bureau"
9604,"7102 Hwy 70 S",NASHVILLE,37221.0,TN,36.074306,-86.922077,1,range_interpolation,7102,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9605,"6601 Sugar Valley Dr",NASHVILLE,37211.0,TN,36.015531,-86.705665,1,range_interpolation,6601,"Sugar Valley Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9606,"411 Hume St",NASHVILLE,37208.0,TN,36.180343,-86.79011,1,rooftop,411,"Hume St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
9607,"2136 Cliff Dr",NASHVILLE,37218.0,TN,36.196314,-86.825178,1,rooftop,2136,"Cliff Dr",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
9608,"1710 Belcourt Ave",NASHVILLE,37212.0,TN,36.13683,-86.796737,1,rooftop,1710,"Belcourt Ave",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
9609,"417 4th Ave N",NASHVILLE,37219.0,TN,36.167687,-86.781972,1,rooftop,417,"4th Ave N",,,Nashville,TN,"Davidson County",37219,US,"City of Nashville"
9610,"3432 Lebanon Pike",HERMITAGE,37076.0,TN,36.191028,-86.628808,1,rooftop,3432,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9611,"2828 Gallatin Pike",NASHVILLE,37216.0,TN,36.202039,-86.739023,1,rooftop,2828,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9612,"3301 Gallatin Pike",NASHVILLE,37216.0,TN,36.209313,-86.734604,1,rooftop,3301,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9613,"4323 Sidco Dr",NASHVILLE,37204.0,TN,36.084378,-86.761907,1,range_interpolation,4323,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9614,"832 Madison Square",MADISON,37115.0,TN,36.254984,-86.717624,1,rooftop,832,"Madison Sq",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
9615,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9616,"7097 Old Harding Pike",NASHVILLE,37221.0,TN,36.072597,-86.926301,1,range_interpolation,7097,"Old Harding Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9617,"5401 Harding Pike",NASHVILLE,37205.0,TN,36.113459,-86.862922,1,range_interpolation,5401,"Harding Pike",,,Nashville,TN,"Davidson County",37205,US,"TIGER/Line® dataset from the US Census Bureau"
9618,"1709 Division St",NASHVILLE,37203.0,TN,36.151696,-86.793461,1,range_interpolation,1709,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9619,"4220 Harding Pike",NASHVILLE,37205.0,TN,36.129352,-86.844694,1,rooftop,4220,"Harding Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
9620,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
9621,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
9622,"4770 Lebanon Pike",HERMITAGE,37076.0,TN,36.215356,-86.590443,1,rooftop,4770,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9623,"1800 Antioch Pike",ANTIOCH,37013.0,TN,36.071385,-86.684191,1,range_interpolation,1800,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9624,"541 Donelson Pike",NASHVILLE,37214.0,TN,36.146192,-86.666275,1,rooftop,541,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9625,"514 Church St",NASHVILLE,37219.0,TN,36.162994,-86.781148,1,rooftop,514,"Church St",,,Nashville,TN,"Davidson County",37219,US,"City of Nashville"
